location_id,dropdownname,locationname,contactname,addressline1,addressline2,addressline3,phone1,phone2,phone3,fax1,fax2,email,website,locationtext,locationcomments,addr_id,addressoverride,sortorder
786,Mexico,DICIPA,,"Saltillo No. 19 1er. Piso, Col. Condesa, Distrito Federal","México, 06141",,+52 55 5093-2000,,,Fax: +52 55 5093-2005,,,www.dicipa.com.mx,,added by cicie,200,,
787,Netherlands,Lucron Bioproducts bvba,"Luc De Bock ","Willemsdorp 2, B-9840 De Pinte, Belgium",,,+32 9282 0531,,,Fax: + 32 9282 0532,,info@lucronbioproducts.com,"www.lucronbioproducts.com ",,added by cicie,200,,
788,Norway,Montebello Diagnostics AS,"Ingrid Gervin ","Husebybakken 34, 0379 Oslo. Norway",,,+47 22 14 14 90,,,Fax: +47 22 14 44 90,,"mail@montebello.no ",www.montebello.no,,added by cicie,200,,
789,Peru,Virustec E.I.R.L.,Carlos Yon,"Jr. Punta Pejerrey Mz. 3A Lote 74, Urb. Sol de la Molina, III Etapa - La Molina, Lima 12. Peru",,,+,,,,,yon@terra.com.pe,,,added by cicie,200,,
790,Philippines,Diagnostika Pilipinas,"Oliver Veran ","Unit 1206, One Magnificent Mile - CITRA Building, San Miguel Avenue, Ortigas Center, Pasig City. Philippines",,,+63 917 844 2418,,,,,Oliveran18@mindgate.net,,,added by cicie,200,,
791,Poland,BIOCORP Polska Ltd.,"Maciej Slomkowski ","Pawinskiego 5A, 02-106 Warsaw. Poland",,,+48 22 668-73-80,,,Fax: +48 22 658-45-06,,m.slomkowski@biocorp.pl,www.biocorp.pl,,added by cicie,200,,
792,Portugal,Quilaban,"Carla Pinto ","Qu’mica Laboratorial Anal’tica, Lda, Beloura Office Park",Edif’cio 11,"Quinta da Beloura 2710-693 SINTRA, Portugal",+351 21 923 6350,,,Fax: +351 21 923 6389,,carlapinto@quilaban.pt,www.quilaban.pt,,added by cicie,200,,
793,Saudi Arabia,Abdulla Fouad Holding Co.,"Mohammed Adam Idris ","Medical Supplies Division, P.O. Box 257, Dammam 31411, Saudi Arabia",,,+966-38324400 Ext 226,,,Fax: +966 3 834 6174,,mohd.adam@abdulla-fouad.com,,,added by cicie,200,,
794,Slovenia,PROBO d.o.o.,"Gabrijel Popovi? ","Prekorje 48, SI-3211 ?kofja vas, SLOVENIJA",,,+386059222069,,,Fax: +386034928741,,gabrijel.popovic@probo.si,,,added by cicie,200,,
795,South Africa,Nyala Technologies (Pty) Ltd.,"Chris Helme ","PO Box 383, Fourways 2055, Republic of South Africa",,,+27 11 463 8 445,,,Fax: +27 11 463 7030,,chelme@iafrica.com,www.nyalatech.com,,added by cicie,200,,
796,Spain,"IZASA, S.A.",,"Arag›n 90, Apartado 35.027, 08015 Barcelona. Spain",,,+34 93 401 01 01,,,Fax: +34 93 451 08 74,,aanso@izasa.es,www.izasa.es,,added by cicie,200,,
797,Sweden,ANL Produkter AB,"Catarina Klofelt ","Danska gr?nd 2, 125 34 ?lvsj?. Sweden",,,+46 08 99 00 90,,,Fax: +46 08 99 20 40,,info@anl.se,www.anl.se,,added by cicie,200,,
798,Switzerland,TEOMED AG,"Pascal Burri / Dr. Marion Koch ","Tumigerstrasse 71, 8606 Greifensee / ZH. Switzerland",,,+41 44 942 00 13,,,Fax: +41 44 942 00 19,,teomed@teomed.ch,www.teomed.ch,,added by cicie,200,,
799,Thailand,"Cybeles (Thailand) Co., Ltd.",Attaporn Taweetungtragoon,"80/2 Suthisarnvinitchai Road, Samsennok, Huaykwang","Bangkok 10320, THAILAND",,+66 2 274 7339,,,Fax: +66 2 274 7340,,attaporn@cybeles.de,www.cybeles.de,,added by cicie,200,,
800,Turkey,ATC Health Products Co. Inc.,"Burcu Erkurt ","7, Cad,. No: 73/A, 06610 Birlik Mahallesi, Cankaya - Ankara. Turkey",,,+90 312 496 43 19-20,,,Fax: +90 312 496 43 18,,erkurt@atcmed.com,www.atcmed.com,,added by cicie,200,,
801,United Arab Emirates,Al-Hayat Pharmaceuticals U.A.E.,"Said Israiwe ","P.O. Box: 4483, Sharjah, United Arab Emirates",,,+971 6 559 2481,,,Fax: +971 6 559 3573,,alhayat@emirates.net.ae,www.alhayatuae.com,,added by cicie,200,,
802,United Kingdon,"The Binding Site, Ltd",Victoria Bull,"PO Box 11712, Birmingham, B14 4ZB. UK",,,+44 0 121 436 1000,,,Fax: +44 0 121 430 7061,,victoria.bull@bindingsite.co.uk,www.bindingsite.co.uk,,added by cicie,200,,
803,Venezuela,"Laboratorios Geminis, c.a.","Rafael M?ndez ","Calle La Joya, Edificio Cosmos, Mezzanina, Local D-E, Chacao, Caracas 1060, Apartado Postal 61290. Venezuela",,,+58-0500-GEMINIS 436.4647,,,Fax: +58 212 266 5011,,rmendez@labgeminis.com,www.labgeminis.com,,added by cicie,200,,
804,Afghanistan,bioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road, Karachi-75100, Pakistan",,,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Ameer Khusro Road, Karachi-75100, Pakistan",
805,Albania,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
806,Algeria,bioMérieux,,"36, Rue Ahmed Ouaked, Dely Ibrahim, 16302  Alger ",,,+ 213 21 33 57 96,,,Fax: + 213 21 33 57 97,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
807,Andorra,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
808,Angola,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
809,Argentina,bioMérieux Argentina,,Avenida Libertador 15350,1640 Acassuso,"Buenos Aires, Argentina",+54-114-742-8013,,,Fax: +54-114-747-0764,,,www.biomerieux.com.ar/servlet/srt/bio/argentina/home,,added by cicie,200,,
810,Armenia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
811,Australia,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
812,Austria,bioMérieux,,"Eduard Kittenberger Gasse 97, Top 3, A-1230  Wien ",,,+43 1 86 50 650,,,Fax: +43 1 86 50 661,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
813,Azerbaijan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
814,Bahamas,Gen-Probe Technical Sales Representative,Lewis Gill,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5333,,,,,lewis.gill@gen-probe.com,,,added by cicie,200,,
815,Belarus,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
816,Belgium,bioMérieux,,"Media Square, 18-19 Place des Carabiniers, 1030  Bruxelles ",,,+00.32.2.743.01.70,,,Fax: +00.32.2.733.55.97,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
817,Botswana,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
818,Brazil,Syslab Produtos para Laboratorios,,Rua Ministro José Gallotti,247 – CEP 04580-050 Brooklin – São Paulo – SP,,+011 5095-2701,,,Fax: +011 5044-4751,,syslab@syslab-sp.com.br,www.syslab-sp.com.br/,,added by cicie,200,,
819,Bulgaria,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
820,Cambodia,Medicom,,"P.O. Box 2462, #22, Street 184, Phnom Penh 3, CP 12 206, Kingdom of Cambodia",,,+855 23 217 573,,,Fax: +855 23 426 515,,,www.medicom.com.kh/,,added by cicie,200,"Phnom Penh , Cambodia",
821,Canada - Quebec,"Gen-Probe Technical Sales Representative (Canada - Newfoundland, New Brunswick, Nova Scotia, Quebec)",Michael Morse,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5358,,,,,michaelmo@gen-probe.com,,,added by cicie,200,,
822,Canada - Ontario,Gen-Probe Technical Sales Representative (Canada - Ontario),Cindi Fox-Geffert,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5339,,,,,cindif@gen-probe.com,,,added by cicie,200,,
823,"Canada - Manitoba, Saskatchewan","Gen-Probe Technical Sales Representative (Canada - Manitoba, Saskatchewan)",Rodney Pederson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5341,,,,,rodneyp@gen-probe.com,,,added by cicie,200,,
824,"Canada - Alberta, British Columbia","Gen-Probe Technical Sales Representative (Canada - Alberta, British Columbia)",Kristen Kilkelley,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5325,,,,,kristenk@gen-probe.com,,,added by cicie,200,,
825,Chile,Grifols Chile,,"Avda. Americo Vespucio, #2242, Comuno de Conchali, Santiago de Chile - Chile",,,+56-2-3557200,,,Fax: +56-2-3557242,,chile@grifols.com,www.grifols.com/web/contenidoWorldwide2.asp?seccion=3&subseccion=152&tercero=1,,added by cicie,200,,
826,China,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
827,Costa Rica,Tecno Diagnostica,,"2524-1000 San José, Costa Rica",,,+506 2240-8568,,,Fax: +506 2297-0606,,"servitec@tecnodiagnostica.com ",www.tecnodiagnostica.com/,,added by cicie,200,,
828,Cyprus,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
829,Czech Republic,bioMérieux,,"Hvezdova 1716/2b, 140 78  PRAHA 4",,,+420 261 109 650,,,Fax: +420 261 109 655,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
830,Denmark,Reaction Lab,,"Vassingerödvej 91C, 3540 Lynge, Denmark ",,,+45 7027 9595,,,Fax: +45 7027 9596,,info.denmark@reaction-lab.com,www.reaction-lab.com,,added by cicie,200,,
831,Dominican Republic,Gen-Probe Southeast Regional Sales Manager,Sherry Helms,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5340,,,,,sherryh@gen-probe.com,,,added by cicie,200,,
832,DR Congo,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
833,Ecuador,MasterCare / Andromaco,,Avenida Quilín 5273,"Peñalolén, Santiago de Chile",,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
834,Egypt,Scientific & Trading Co.,,8 Osman Abdel Hafeez Street – 2nd District,"Nasr City, Cairo, 11371",,+20-2-402-0599,,,Fax: +20-2-402-0426,,"Info@nouh.com.eg ",www.nouh.com.eg/,,added by cicie,200,,
835,Estonia - Siemens Medical Solutions,Siemens Medical Solutions,,"20 Pirita Road, 10127 Tallin, Estonia",,,+372 606 2750,,,Fax: +372 606 2755,,,www.medical.siemens.com,,added by cicie,200,,
836,Ethiopia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
837,Fiji,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
838,Finland - Immuno Diagnostics,Immuno Diagnostics Oy,,"Kaivokutu 16, 13100 Hameenlinna, Finland",,,+358 3 615 370,,,Fax: +358 3 682 2039,,info@immunodiagnostic.com,www.immunodiagnostic.fi,,added by cicie,200,"Kaivokatu 16, 13100 Hämeenlinna, Finland",
839,France,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
840,Georgia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
841,Germany,bioMérieux,,"Postfach 1204, 72602 Nürtingen",,,+07022 30 07 0,,,Fax: +07022 3 61-10,,,www.biomerieux.de/servlet/srt/bio/germany/home,,added by cicie,200,,
842,Greece,bioMérieux,,"35 Mihalakopoulou Street, 11528 Athens, Greece",,,+30-10-7272400,,,Fax: +30-10-7293855,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
843,Guatemala,Labtronic,,"19 Calle 31-48 Zona 7, Villa Linda III, Guatemala city, Guatemala",,,+502 434 9747,,,Fax: +502 434 9593,,,http://www.labtronic.com.gt,,added by cicie,200,,
844,Honduras,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
845,Honduras,US CDC,,"1604 Clifton Rd. Atlanta, GA 30333, USA",,,1-800-232-4640,,,,," cdcinfo@cdc.gov",www.cdc.gov/,,added by cicie,200,,
846,Honduras,USAID,,"Information Center, U.S. Agency for International Development, Ronald Reagan Building, Washington, D.C. 20523-1000",,,+202-712-0000,,,Fax: 202 216-3524,,,www.usaid.gov/,,added by cicie,200,,
847,Hong Kong,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
848,Hungary,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
849,Iceland,Logaland,,"Flatahrauni 31, 220 Hafnarfjör?ur, Iceland",,,+354 552 9080,,,Fax: +354 552 9015,,,,,added by cicie,200,,
850,India,bioMérieux India,,"A-32, Mohan Cooperative Industrial Estate",Mathura Road,"New Delhi – 110044, India",+91 11 42098800,,,Fax: +91 11 4 209 88 50,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
851,Indonesia,bioMérieux,,"Enseval Building - Kawasan Industri Pulo Gadung - JI. Pulo - Lentut No. 10, 13920  Jakarta Timur ",,,+0062 21 461 51 11,,,Fax: +0062 21 460 41 07,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,jakarta Timur indonesia,
852,Ireland,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
853,Israel,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
854,Italy,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
855,Jamaica,Gen-Probe Technical Sales Representative,J. Todd McPherson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5310,,,,,toddm@gen-probe.com,,,added by cicie,200,,
856,Japan,FujiRebio,,"62-5 Nihonbashi-Hamacho 2-chome, Chuo-ku,Tokyo 103-0007, Japan",,,+81-3-5695-9223,,,Fax: +81-3-5695-9234,,fri-info@fujirebio.co.jp,www.fdi.com/,,added by cicie,200,,
857,Jordan,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
858,Kazakhstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
859,Kenya,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
860,Kiribati,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
861,Korea - South,Choongwae Pharma,,"698, Shindaebang-Dong, donjak-ku, Seoul 156-757, Republic of Korea",,,+82-2-840-6968,,,Fax: +82-2-3486-7697,,info@cwholdings.co.kr,www.cwp.co.kr/eng,,added by cicie,200,,
862,Kuwait,Bader Sultan & Bros.,,"P.O. Box 867, Safat 13009","Safat, Kuwait",,+965 24610480,,,Fax: +965 24610488,,info@sultan.com.kw,www.badersultan.com,,added by cicie,200,,
863,Kyrgyzstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
864,Latvia,Diamedica S.I.A.,,Augusta Deglava Str. 60,"Riga, Latvia, LV 1035",,+371-6757-7833,,,Fax: +371-6757-8270,,diamedica@diamedica.lv,www.diamedica.lv/,,added by cicie,200,,
865,Lesotho,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
866,Libya,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
867,Liechtenstein,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
868,Lithuania,Diamedica S.I.A.,,"Buivydiskiu g. 10, LT-07194 Vilnius, Lithuania",,,+370 5 2790080,,,Fax: +370 5 2107286,,,www.diamedica.lt/,,added by cicie,200,,
869,Luxembourg,bioMérieux,,Media Square,Place des Carabiniers 18-19,"B-1030 Bruxelles, Belgium",+32-2-743-0170,,,Fax: +32-2-733-5597,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
870,Madagascar,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
871,Malawi,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
872,Malaysia,Biotech Medical,,"No. 2, Persiaran Titiwangsa 1, Taman Tasik Titiwangsa, 53200 Kuala Lumpur",,,+603-40241900,,,Fax: +603-40245900,,info@biotechmedical.com.my,www.biotechmedical.com.my,,added by cicie,200,,
873,Mali,US CDC,,"1604 Clifton Rd. Atlanta, GA 30333, USA",,,1-800-232-4640,,,,," cdcinfo@cdc.gov",www.cdc.gov/,,added by cicie,200,,
874,Mali,USAID,,"Information Center, U.S. Agency for International Development, Ronald Reagan Building, Washington, D.C. 20523-1000",,,+202-712-0000,,,Fax: 202 216-3524,,,www.usaid.gov/,,added by cicie,200,,
875,Malta,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
876,Marshall Islands,Modern Laboratory Service Inc.,,"4300 Stine Road #209, Bakersfield, CA 93313",,,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
877,Mauritius,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
878,Mexico,bioMérieux Mexico,,"Chihuahua 88, Col. Progreso, 01080, D.F.  Mexico ",,,+52 55 54819550,,,Fax: +52 55 56162245,,,www.biomerieux.com.mx/servlet/srt/bio/mexico/home,,added by cicie,200,,
879,Micronesia,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
880,Moldova,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
881,Monaco,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
882,Mozambique,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
883,Namibia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
884,Nauru,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
885,Netherlands,bioMérieux,,"Hogeweg 5, Postbus 2104, 5301 LB  Zaltbommel ",,,+31 0418 681 040,,,Fax: +31 0418 681 068,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
886,New Zealand,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
887,Nigeria,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
888,Pakistan,BioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road, Karachi-75100, Pakistan",,,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Ameer Khusro Road, Karachi-75100, Pakistan",
889,Palau,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
